"logFC","logCPM","PValue","FDR","ENTREZID","SYMBOL","GENENAME"
-0.748775765381154,1.82760462095033,0.00273680980789477,0.0279889935424825,"14538",NA,NA
-2.04701006114009,-2.42864593158144,9.26244079123653e-05,0.00177749176786751,"14543",NA,NA
-1.72458369638938,-0.441113789806063,0.00559062027308993,0.0478291211039237,"14659",NA,NA
-4.37613061080963,0.80388998622944,4.68422025536445e-14,8.90001848519246e-12,"14665",NA,NA
-0.533064982746729,5.10821348690195,0.000181415459074362,0.00315248783380165,"14666",NA,NA
-1.25482663404108,-0.138179101822421,0.000219811823215597,0.00367573625441966,"14668",NA,NA
-0.57008296425115,4.25316772117993,0.000485036725681345,0.00712979176688883,"14673",NA,NA
-1.45628467151285,0.634536396263392,9.05365362836804e-05,0.00174178658507265,"14675",NA,NA
0.654490898456782,5.78621938073744,3.25812739905119e-05,0.000718162501478303,"14689",NA,NA
1.25829027667731,5.69360171616158,1.31515343319082e-05,0.000320970036401879,"14700",NA,NA
-2.55116793165471,-0.290167679353176,0.00040830268857136,0.00620825318138596,"14826",NA,NA
-0.570240273873711,5.84163970368645,0.00345279905736852,0.0334653669177497,"14835",NA,NA
0.896694908891618,2.34026632347579,0.0014042107148563,0.0168402735182818,"14856",NA,NA
-0.955291353290782,1.50814924012366,0.000759216565681238,0.0103402777517842,"14902",NA,NA
0.573770969392864,3.73609602617895,0.00137840838356956,0.0166088096112495,"14933",NA,NA
-2.58695607960711,5.68955279211009,2.62308295700464e-05,0.000590643263286352,"15266",NA,NA
-0.913221380690815,3.37362832824551,0.000484673287464132,0.00712900760000025,"15275",NA,NA
-2.5897873981161,-2.00366202045802,8.21492548902892e-06,0.000212674380244365,"15283",NA,NA
-3.20722865178178,3.04949801779807,5.12832642699521e-12,5.66828002676057e-10,"15327",NA,NA
-1.59117323140713,-0.76949852992499,1.28860852516401e-05,0.000315160744611921,"15379",NA,NA
